TAIRID	A.thalianaGermany	A.thalianaEastSpain	A.thalianaWestSpain	A.thalianaRussia	A.thalianaCzech	TISSUE
AT1G02580	0.18148	0.13876	0.25053	0.18148	0.18148	endosperm.all
AT2G42090	0.15974	0.17403	0.23636	0.14615	0.21190	endosperm.all
AT5G42290	0.11176	0.20541	0.18100	0.13268	0.28733	endosperm.all
AT3G15355	0.01361	0.34694	0.01361	0.34694	0.18027	endosperm.all
AT1G21850	0.16667	0.18018	0.22780	0.17352	0.13731	endosperm.all
AT1G61630	0.17333	0.13210	0.19540	0.21392	0.14414	endosperm.all
AT1G13200	0.15000	0.07246	0.11190	0.29471	0.21678	endosperm.all
AT2G03560	0.15610	0.25610	0.07923	0.08533	0.25806	endosperm.all
AT5G63905	0.16667	0.16667	0.16667	0.16667	0.16667	endosperm.all
AT2G34580	0.27778	0.01351	0.18018	0.18018	0.18018	endosperm.all
AT4G13080	0.13002	0.13002	0.19947	0.14286	0.21083	endosperm.all
AT1G70430	0.06022	0.29637	0.28875	0.11368	0.05229	endosperm.all
AT5G40430	0.16136	0.16136	0.26136	-0.07197	0.26136	endosperm.all
AT5G46040	0.16707	0.17263	0.20855	0.06083	0.13168	endosperm.all
AT5G41720	0.12162	0.00291	0.25291	0.22791	0.12791	endosperm.all
AT4G16146	0.20455	-0.04545	0.22619	0.12121	0.20455	endosperm.all
AT1G05740	-0.06667	0.10000	0.10000	0.10000	0.46667	endosperm.all
AT5G20560	0.04455	0.03922	0.40714	0.33333	-0.12745	endosperm.all
AT1G74000	0.18548	0.10215	0.18548	0.10215	0.09524	endosperm.all
AT4G29370	0.16667	0.00000	0.16667	0.16667	0.16667	endosperm.all
AT5G25410	0.30252	-0.10726	0.17143	0.09359	0.18966	endosperm.all
AT2G04032	0.21097	0.21097	0.12548	-0.12236	0.21795	endosperm.all
AT1G49190	0.03030	0.16935	0.22222	0.12390	0.08880	endosperm.all
AT2G19970	0.31197	-0.10714	0.25641	0.08974	0.05952	endosperm.all
AT3G14070	-0.07895	0.27154	0.32447	0.23820	-0.15476	endosperm.all
AT4G14180	0.13975	0.13070	0.09950	0.08859	0.12381	endosperm.all
AT1G03445	0.21290	0.18433	0.11290	0.10784	-0.05882	endosperm.all
AT5G12460	-0.04795	0.30476	0.21095	0.12381	-0.04795	endosperm.all
AT5G41790	0.03232	0.09116	0.18564	0.13797	0.07923	endosperm.all
AT3G09620	-0.08810	0.12283	0.31132	-0.08753	0.26230	endosperm.all
AT3G05150	0.09164	0.03922	0.12255	0.10463	0.15778	endosperm.all
AT3G49770	0.06785	0.23684	0.06785	0.06785	0.06785	endosperm.all
AT5G44310	0.21667	0.25000	0.25000	-0.19302	-0.01681	endosperm.all
AT2G40310	0.31818	0.41538	0.27778	-0.20354	-0.30225	endosperm.all
AT2G26790	0.05788	0.10947	-0.01252	0.20180	0.13514	endosperm.all
AT4G08560	0.03771	0.15210	0.14286	0.16667	-0.01093	endosperm.all
AT1G57570	0.09259	0.09259	0.16768	0.08342	0.04508	endosperm.all
AT2G03460	-0.07143	0.34902	0.05032	0.26608	-0.12143	endosperm.all
AT5G46700	0.11111	0.00000	0.13333	0.04762	0.18027	endosperm.all
AT5G02880	-0.04113	0.03030	0.03030	0.20957	0.23735	endosperm.all
AT1G19950	0.05769	0.05769	0.23529	0.05769	0.05769	endosperm.all
AT4G31900	0.18622	-0.04844	0.01823	0.28653	0.01955	endosperm.all
AT4G13700	0.01111	0.20833	-0.10606	0.21814	0.11957	endosperm.all
AT2G37420	0.02212	0.08500	0.04266	0.09015	0.20608	endosperm.all
AT4G35985	0.11944	0.11081	0.10317	0.11944	-0.01826	endosperm.all
AT3G11920	0.15556	0.06034	0.13986	-0.04262	0.11455	endosperm.all
AT5G44080	0.06957	0.06957	0.06957	0.16957	0.03623	endosperm.all
AT4G36380	0.13710	0.00000	0.05376	0.04762	0.16239	endosperm.all
AT2G41260	0.04348	0.22222	0.04348	0.04348	0.04348	endosperm.all
AT3G58210	0.19115	0.19115	0.04286	-0.19189	0.15974	endosperm.all
AT5G26250	0.13112	0.06349	0.13410	-0.01770	0.07832	endosperm.all
AT3G03520	0.13768	0.10435	0.14216	-0.10000	0.10435	endosperm.all
AT1G63180	0.11667	0.10140	0.10140	-0.03333	0.10140	endosperm.all
AT3G47660	0.17297	0.08872	0.10240	-0.15000	0.17297	endosperm.all
AT1G70170	0.15420	0.07781	0.14583	0.00000	0.00490	endosperm.all
AT5G10950	0.01765	0.07919	0.05585	-0.05303	0.28030	endosperm.all
AT1G06050	0.03922	0.29722	0.29722	-0.12745	-0.12745	endosperm.all
AT2G34370	0.11199	0.09229	0.08344	0.06071	0.02987	endosperm.all
AT5G09640	0.09574	0.09574	-0.00860	0.09574	0.09574	endosperm.all
AT2G39640	0.06667	0.05079	0.12024	0.06199	0.06667	endosperm.all
AT3G01650	-0.02000	0.28315	0.30538	-0.02000	-0.18667	endosperm.all
AT1G16770	0.11348	0.07181	0.07181	-0.06250	0.16109	endosperm.all
AT1G12030	0.08130	0.01463	0.11463	0.11463	0.03002	endosperm.all
AT2G16450	0.40674	0.11111	0.11990	-0.29632	0.01319	endosperm.all
AT1G31530	0.13254	0.12987	0.14986	-0.12686	0.06851	endosperm.all
AT1G57780	0.16250	0.00145	0.13333	-0.06250	0.11911	endosperm.all
AT4G29550	0.05758	0.07650	0.09331	0.16667	-0.05143	endosperm.all
AT5G25290	0.01282	0.07949	-0.01698	0.07925	0.18553	endosperm.all
AT5G14180	0.08333	0.15385	0.14727	-0.10784	0.06286	endosperm.all
AT1G29680	0.16667	-0.16667	0.00000	0.16667	0.16667	endosperm.all
AT1G67800	0.00000	0.08333	0.08333	0.08333	0.08333	endosperm.all
AT5G61260	-0.02504	0.03484	0.05208	0.15670	0.11208	endosperm.all
AT4G17483	0.09291	-0.02083	0.04204	0.06939	0.14286	endosperm.all
AT1G78710	0.11111	0.01405	0.01405	0.06944	0.11111	endosperm.all
AT1G60730	-0.15641	-0.08929	-0.04065	0.30000	0.30000	endosperm.all
AT3G44830	0.05940	0.03061	0.08292	0.05693	0.08333	endosperm.all
AT1G79370	0.19866	0.06970	0.07692	0.06875	-0.10173	endosperm.all
AT5G04540	0.12778	-0.10101	-0.04646	0.14557	0.18462	endosperm.all
AT1G22670	0.17890	0.02253	0.01697	0.09740	-0.01339	endosperm.all
AT5G39440	0.05978	-0.03190	0.07895	0.00000	0.19325	endosperm.all
AT2G16960	-0.01126	0.15563	0.21762	-0.15135	0.08190	endosperm.all
AT5G05030	0.07928	0.13421	0.03455	-0.08667	0.12908	endosperm.all
AT2G18600	0.01613	0.01613	0.22222	0.01613	0.01613	endosperm.all
AT5G46370	-0.07872	0.02083	0.19355	0.01579	0.12128	endosperm.all
AT2G28880	0.06151	0.10843	0.00517	0.02302	0.06017	endosperm.all
AT4G16460	0.18824	-0.07843	0.09375	-0.16176	0.20606	endosperm.all
AT2G26990	0.16471	0.10714	0.15359	-0.26923	0.09048	endosperm.all
AT5G59845	-0.02941	-0.02941	-0.02941	0.16667	0.16667	endosperm.all
AT1G22090	0.06971	-0.07573	0.10809	0.02941	0.10143	endosperm.all
AT4G39955	0.03008	0.06579	0.20833	-0.19231	0.11579	endosperm.all
AT1G50650	0.22549	0.04545	-0.05161	0.05882	-0.05455	endosperm.all
AT5G62830	0.10081	0.15438	-0.08571	0.05208	0.00000	endosperm.all
AT5G43980	0.20238	0.09848	-0.08140	-0.05326	0.05128	endosperm.all
AT1G71250	0.14615	-0.07746	0.19615	0.02254	-0.07746	endosperm.all
AT4G38700	0.19182	0.02516	-0.04000	0.02516	0.00595	endosperm.all
AT5G59100	0.03788	-0.03355	0.20455	-0.10215	0.10101	endosperm.all
AT5G63820	0.00556	0.15000	0.08889	0.00556	-0.04444	endosperm.all
AT4G39590	0.02807	0.18932	0.06127	0.08932	-0.16642	endosperm.all
AT4G39670	0.05135	0.00877	0.01802	0.01802	0.07862	endosperm.all
AT5G22990	-0.00649	0.16919	0.05387	-0.01385	-0.03030	endosperm.all
AT1G73560	0.15065	-0.04545	0.03846	-0.05714	0.08494	endosperm.all
AT3G27440	0.03030	0.06617	-0.02381	0.06418	0.02883	endosperm.all
AT4G39753	0.00000	-0.00120	0.16667	0.00000	0.00000	endosperm.all
AT5G43840	0.01218	0.04444	-0.12000	0.17610	0.04837	endosperm.all
AT5G26120	-0.04236	0.16667	0.09299	-0.07094	0.00057	endosperm.all
AT3G22860	-0.04065	0.01667	0.28205	-0.07083	-0.04655	endosperm.all
AT1G19320	0.04444	0.07813	0.07813	-0.16061	0.08081	endosperm.all
AT1G17810	0.04032	-0.04301	0.05000	-0.04301	0.11034	endosperm.all
AT2G12550	0.19560	0.15000	0.06227	-0.10440	-0.20440	endosperm.all
AT1G62340	0.06510	-0.08649	0.07432	0.01453	0.01806	endosperm.all
AT4G27530	0.12069	-0.04598	0.13333	-0.03333	-0.12931	endosperm.all
AT5G18420	-0.12681	0.09091	0.00000	0.12319	-0.04348	endosperm.all
AT1G69630	-0.08571	-0.08571	0.11429	-0.11751	0.21429	endosperm.all
AT1G47540	0.10000	-0.10000	0.00000	0.03846	0.00000	endosperm.all
AT1G27240	-0.05769	-0.02198	0.02564	0.20000	-0.10769	endosperm.all
AT5G20710	0.07835	-0.01664	0.00251	-0.11757	0.07835	endosperm.all
AT1G06230	-0.05556	0.11111	0.17770	-0.15970	-0.05556	endosperm.all
AT1G71470	0.01418	0.06667	-0.08333	0.00725	0.00725	endosperm.all
AT3G11020	-0.10508	0.07738	0.13925	-0.16749	0.06731	endosperm.all
AT4G25580	0.00265	0.02316	-0.02679	-0.03257	0.04231	endosperm.all
AT5G55540	-0.08374	-0.07401	-0.04434	0.05675	0.14932	endosperm.all
AT5G47730	-0.04762	-0.05556	0.03571	0.03571	0.03571	endosperm.all
AT1G80580	0.05704	0.03833	0.01885	-0.00427	-0.10909	endosperm.all
AT2G29890	-0.13622	-0.13622	-0.09557	0.22586	0.14219	endosperm.all
AT3G17250	-0.16000	0.10667	0.10667	0.10667	-0.16000	endosperm.all
AT2G39820	-0.10000	0.06667	0.06667	0.06667	-0.10000	endosperm.all
AT4G19130	-0.02659	-0.10343	0.14713	-0.05860	0.03846	endosperm.all
AT1G01530	-0.00952	0.05385	-0.01618	-0.01905	-0.01282	endosperm.all
AT3G03360	-0.02974	-0.00247	-0.20513	0.20060	0.03086	endosperm.all
AT3G27290	0.04717	-0.05283	-0.16712	0.04717	0.11860	endosperm.all
AT1G31430	0.04031	-0.07619	0.03900	-0.08922	0.07817	endosperm.all
AT4G32870	-0.03571	-0.03571	-0.03571	0.13095	-0.03571	endosperm.all
AT2G32050	-0.03810	0.12857	0.12857	-0.03810	-0.20476	endosperm.all
AT2G20620	-0.09600	0.02688	0.19903	0.03733	-0.19839	endosperm.all
AT5G55240	-0.12834	0.07027	-0.12185	0.12741	0.02027	endosperm.all
AT4G02780	-0.02041	-0.02525	0.04009	-0.18667	0.15152	endosperm.all
AT2G19320	-0.08597	-0.03309	0.02941	-0.05392	0.10101	endosperm.all
AT1G78220	0.00000	0.08369	0.06667	-0.25556	0.05452	endosperm.all
AT1G77960	0.00433	0.19048	-0.08211	-0.19730	0.02857	endosperm.all
AT2G03340	-0.05741	-0.04286	0.01667	0.00000	0.01878	endosperm.all
AT1G21670	-0.00850	-0.02721	-0.01629	0.02396	-0.05614	endosperm.all
AT2G44240	-0.08187	-0.04695	-0.08187	0.04286	0.06607	endosperm.all
AT5G06670	-0.25703	-0.24405	-0.06509	0.27337	0.18766	endosperm.all
AT2G42860	-0.00709	-0.06984	-0.18116	-0.00709	0.15957	endosperm.all
AT2G37070	-0.05233	-0.05233	-0.10233	0.20115	-0.10233	endosperm.all
AT2G18730	0.00000	-0.13748	-0.15942	0.13333	0.04513	endosperm.all
AT2G23900	0.02729	-0.16667	0.00000	-0.02143	0.03078	endosperm.all
AT2G07020	-0.08207	0.08273	-0.03688	-0.10725	0.01263	endosperm.all
AT3G16650	0.06444	0.12000	0.09059	-0.24603	-0.16270	endosperm.all
AT3G14700	0.02500	-0.14167	-0.08780	0.02500	0.02500	endosperm.all
AT3G06180	-0.06410	0.01923	0.08000	-0.13077	-0.06410	endosperm.all
AT3G57720	-0.10591	0.13218	-0.11818	-0.03448	-0.03448	endosperm.all
AT5G05220	0.12613	-0.04054	-0.16084	-0.04545	-0.04054	endosperm.all
AT5G39380	-0.03628	-0.06767	-0.05556	-0.00554	0.00329	endosperm.all
AT2G06040	-0.02605	-0.08536	-0.01940	-0.02381	-0.02113	endosperm.all
AT5G07400	-0.26752	0.01016	-0.12057	0.10092	0.10092	endosperm.all
AT3G03910	-0.04487	-0.01923	-0.09615	-0.03509	0.01573	endosperm.all
AT2G22050	-0.20283	0.04717	-0.11950	0.04717	0.04717	endosperm.all
AT1G71120	-0.20513	0.07937	-0.08730	-0.05000	0.07937	endosperm.all
AT5G58660	0.19643	-0.05357	-0.05357	-0.22024	-0.05357	endosperm.all
AT1G23270	0.01519	0.00880	-0.10166	-0.02778	-0.08916	endosperm.all
AT3G02800	-0.03846	0.13095	-0.06000	-0.20000	-0.03846	endosperm.all
AT3G19360	0.05000	-0.20492	-0.20492	0.10000	0.05000	endosperm.all
AT1G72770	0.04615	-0.02644	0.08571	-0.24286	-0.07246	endosperm.all
AT2G34555	-0.08929	0.05944	0.15873	-0.25595	-0.08929	endosperm.all
AT1G09080	0.13889	-0.11111	-0.11111	-0.27778	0.14252	endosperm.all
AT4G10020	-0.03432	-0.07391	-0.06463	-0.01561	-0.03432	endosperm.all
AT1G17960	0.01190	0.01190	-0.08333	-0.08333	-0.08333	endosperm.all
AT2G42400	-0.11702	-0.11702	0.05797	-0.11702	0.05797	endosperm.all
AT3G52770	0.02273	-0.25000	0.02273	-0.06061	0.02273	endosperm.all
AT5G13200	0.20833	0.13333	0.13333	-0.36310	-0.36310	endosperm.all
AT4G13070	-0.02745	-0.03654	-0.03654	-0.05288	-0.09804	endosperm.all
AT4G26020	-0.08421	-0.02564	0.06579	-0.19231	-0.01754	endosperm.all
AT2G17470	-0.09701	0.25362	-0.15513	-0.08571	-0.18337	endosperm.all
AT3G06000	0.14000	-0.11000	-0.11111	-0.02667	-0.16000	endosperm.all
AT1G23140	-0.05172	-0.15172	0.13333	-0.15172	-0.05172	endosperm.all
AT5G06080	-0.05556	-0.05556	-0.05556	-0.05556	-0.05556	endosperm.all
AT2G20290	0.10243	-0.25550	-0.05550	0.04974	-0.11979	endosperm.all
AT5G19560	-0.22727	-0.22727	0.17921	0.11905	-0.12727	endosperm.all
AT3G45810	0.04823	0.01866	0.03746	-0.19925	-0.19565	endosperm.all
AT2G42560	-0.04865	0.10135	-0.14865	-0.14865	-0.04865	endosperm.all
AT5G27610	-0.04595	-0.07826	-0.04942	-0.10947	-0.01533	endosperm.all
AT1G74870	-0.15821	0.04706	-0.01961	-0.01961	-0.15294	endosperm.all
AT1G11690	-0.12288	-0.20621	-0.03509	0.02712	0.02712	endosperm.all
AT4G20480	-0.09934	-0.06230	0.04912	-0.01601	-0.20649	endosperm.all
AT5G58820	-0.04406	-0.03100	-0.15504	0.00286	-0.11925	endosperm.all
AT1G65840	-0.11667	-0.11667	-0.06158	0.05367	-0.11299	endosperm.all
AT3G26140	-0.01526	-0.14270	-0.05343	-0.01471	-0.13217	endosperm.all
AT2G37910	-0.11111	0.05556	-0.26667	0.22222	-0.25902	endosperm.all
AT3G52970	0.01099	-0.02609	-0.02686	-0.34314	0.02007	endosperm.all
AT3G01570	-0.12727	-0.23913	-0.06061	0.02273	0.02273	endosperm.all
AT5G27000	-0.10234	0.00877	0.05639	-0.28952	-0.05789	endosperm.all
AT1G59670	-0.08059	-0.07023	-0.10500	-0.09454	-0.04642	endosperm.all
AT3G26310	0.06683	-0.07371	-0.07028	-0.06186	-0.25893	endosperm.all
AT4G10220	-0.01087	-0.32688	-0.20833	-0.01087	0.15580	endosperm.all
AT4G08530	-0.02444	-0.19713	-0.05952	-0.08046	-0.03992	endosperm.all
AT3G20710	-0.13028	-0.07259	0.00000	-0.16250	-0.03653	endosperm.all
AT2G12190	0.00272	-0.15159	-0.17778	-0.04247	-0.03925	endosperm.all
AT1G22110	-0.05556	0.00000	-0.05556	-0.30000	0.00000	endosperm.all
AT4G19650	-0.02766	0.00984	-0.26961	-0.09016	-0.03461	endosperm.all
AT1G22080	-0.16078	-0.19298	-0.24689	0.22711	-0.03911	endosperm.all
AT1G73130	-0.06735	0.03265	-0.14146	-0.23035	-0.00813	endosperm.all
AT1G15190	-0.21795	-0.05128	0.03947	-0.21795	0.03205	endosperm.all
AT5G62800	-0.16270	-0.11270	-0.07937	-0.16270	0.08730	endosperm.all
AT2G31250	-0.01389	0.05278	-0.18056	-0.20197	-0.09483	endosperm.all
AT2G26870	-0.10526	-0.02193	-0.10526	-0.10526	-0.10526	endosperm.all
AT3G04660	-0.11218	-0.14444	-0.04444	-0.03509	-0.11111	endosperm.all
AT5G06760	-0.02299	-0.18966	-0.02299	-0.18966	-0.02299	endosperm.all
AT1G51210	-0.41760	-0.26241	0.07971	0.22697	-0.07778	endosperm.all
AT1G20940	-0.20196	-0.20196	0.00000	0.09804	-0.15196	endosperm.all
AT2G37060	0.04167	-0.12500	-0.12500	-0.29167	0.04167	endosperm.all
AT3G26590	0.05424	-0.03571	-0.03571	-0.43590	-0.00806	endosperm.all
AT1G71230	-0.06038	-0.16071	-0.09524	-0.06071	-0.09524	endosperm.all
AT2G30690	-0.07009	-0.14124	0.03448	-0.27458	-0.02564	endosperm.all
AT5G08240	-0.27459	-0.00794	-0.18280	-0.00794	-0.00794	endosperm.all
AT2G46210	-0.12000	-0.04222	-0.01633	-0.20192	-0.12000	endosperm.all
AT5G62540	-0.01754	-0.18421	-0.08421	-0.20000	-0.01754	endosperm.all
AT2G15740	-0.23864	0.04356	0.04356	-0.19697	-0.15644	endosperm.all
AT4G35110	-0.16667	0.00000	-0.17486	-0.16667	0.00000	endosperm.all
AT1G68290	-0.08333	-0.35000	-0.08333	0.00000	0.00000	endosperm.all
AT1G60400	-0.09877	-0.10712	-0.06301	-0.21818	-0.03035	endosperm.all
AT1G44090	-0.16353	0.08225	-0.33442	-0.09211	-0.05317	endosperm.all
AT5G57830	-0.13811	-0.13501	-0.13811	-0.05871	-0.10870	endosperm.all
AT5G38450	-0.10244	-0.14762	-0.18788	0.07197	-0.21690	endosperm.all
AT5G15160	0.00000	-0.16667	-0.16667	-0.25000	0.00000	endosperm.all
AT2G21820	-0.17143	-0.17143	-0.17143	-0.16667	0.09524	endosperm.all
AT5G52160	-0.04545	-0.04545	-0.23810	-0.21212	-0.04545	endosperm.all
AT2G42440	-0.16667	-0.10000	-0.25000	-0.09091	0.00909	endosperm.all
AT1G14110	-0.03252	-0.10855	-0.12121	-0.29020	-0.04686	endosperm.all
AT1G05510	-0.02299	-0.18966	-0.18966	-0.18966	-0.02299	endosperm.all
AT3G48950	-0.12865	-0.23295	-0.04842	-0.02083	-0.18421	endosperm.all
AT1G10520	-0.07761	-0.27761	0.02239	-0.14428	-0.14428	endosperm.all
AT1G14680	-0.13265	-0.16206	-0.09559	-0.07710	-0.15770	endosperm.all
AT5G61290	-0.29487	-0.12821	0.13158	-0.29167	-0.04699	endosperm.all
AT2G47430	-0.21542	-0.12642	-0.06217	-0.00359	-0.22926	endosperm.all
AT1G65590	-0.18132	-0.03743	-0.02551	-0.33497	-0.06122	endosperm.all
AT3G09150	-0.29524	0.03810	-0.29524	-0.12857	0.03810	endosperm.all
AT4G14780	-0.05820	-0.15517	-0.12963	0.01754	-0.32184	endosperm.all
AT3G21810	-0.13258	-0.13333	0.04545	-0.13258	-0.30524	endosperm.all
AT5G66150	0.00299	-0.09701	-0.13337	-0.33333	-0.10000	endosperm.all
AT3G45690	-0.14545	-0.14005	-0.14692	-0.11852	-0.11184	endosperm.all
AT5G55080	-0.05797	-0.05797	-0.14130	-0.26630	-0.14130	endosperm.all
AT1G73120	-0.11429	-0.11429	-0.11429	-0.38095	0.03571	endosperm.all
AT3G20560	0.07071	-0.34000	0.09091	-0.50667	-0.01818	endosperm.all
AT4G19570	-0.17036	0.00000	-0.15845	-0.14529	-0.23206	endosperm.all
AT3G49600	-0.04167	-0.11310	-0.14247	-0.29639	-0.11782	endosperm.all
AT3G51180	-0.20000	-0.25000	-0.20000	0.04902	-0.11667	endosperm.all
AT5G61740	-0.08696	-0.08696	-0.08696	-0.25659	-0.20362	endosperm.all
AT3G11750	-0.14516	-0.14516	-0.14516	-0.14516	-0.14516	endosperm.all
AT5G25950	-0.27809	-0.35227	-0.08663	-0.18315	0.16667	endosperm.all
AT4G18430	-0.11905	-0.01667	-0.11905	-0.28571	-0.20238	endosperm.all
AT4G29380	-0.24194	-0.17447	-0.16841	-0.17051	0.00806	endosperm.all
AT1G73190	0.02273	-0.06863	-0.24286	-0.24286	-0.24286	endosperm.all
AT4G00240	-0.14815	-0.20652	-0.04701	-0.19293	-0.22495	endosperm.all
AT5G40710	-0.06397	-0.20682	-0.06397	-0.24254	-0.24254	endosperm.all
AT4G10490	-0.20270	-0.19737	-0.18413	-0.07857	-0.17356	endosperm.all
AT1G79270	-0.24795	0.06965	-0.24795	-0.17851	-0.24795	endosperm.all
AT5G65590	-0.05645	-0.30645	-0.30645	-0.05645	-0.13978	endosperm.all
AT3G51560	-0.19881	-0.13794	-0.15237	-0.21667	-0.16071	endosperm.all
AT5G56200	-0.11443	-0.25455	-0.09740	-0.20455	-0.20455	endosperm.all
AT5G49110	-0.15686	-0.18186	-0.26940	-0.26897	-0.01396	endosperm.all
AT2G02140	-0.23333	-0.23333	-0.33333	-0.04762	-0.04762	endosperm.all
AT3G57070	-0.24545	-0.25000	-0.07879	-0.25000	-0.07879	endosperm.all
AT5G65370	-0.26835	-0.26835	0.15278	-0.30169	-0.21835	endosperm.all
AT3G09240	-0.25108	-0.08442	-0.25108	-0.07692	-0.25108	endosperm.all
AT3G24060	-0.18421	-0.18421	-0.18421	-0.18421	-0.18421	endosperm.all
AT1G02940	-0.26282	-0.08425	-0.31282	-0.01282	-0.26282	endosperm.all
AT2G19400	-0.22093	-0.09593	-0.22093	-0.30455	-0.09593	endosperm.all
AT5G44360	-0.26708	-0.18421	-0.19231	-0.19231	-0.12088	endosperm.all
AT1G03970	-0.35556	-0.17391	0.09091	-0.17391	-0.35556	endosperm.all
AT4G29140	-0.24000	-0.24000	-0.24000	-0.17647	-0.09000	endosperm.all
AT5G49470	-0.25000	-0.41667	-0.25000	-0.08333	0.00000	endosperm.all
AT5G17150	-0.17829	-0.17829	-0.15447	-0.31163	-0.17829	endosperm.all
AT4G35650	-0.38275	-0.21132	-0.21132	-0.14815	-0.06132	endosperm.all
AT5G17480	-0.13333	-0.30000	-0.30000	0.00000	-0.30000	endosperm.all
AT5G07660	-0.12155	-0.32648	-0.06798	-0.36111	-0.16322	endosperm.all
AT5G12840	-0.26923	-0.56923	0.17273	0.05844	-0.43590	endosperm.all
AT5G48970	-0.07692	-0.41026	-0.07692	-0.24359	-0.24359	endosperm.all
AT5G41340	-0.27778	-0.27778	-0.11111	-0.11111	-0.27778	endosperm.all
AT3G16785	-0.14444	-0.24725	-0.17582	-0.24725	-0.24725	endosperm.all
AT2G44560	-0.15306	-0.26000	-0.33830	-0.20833	-0.10737	endosperm.all
AT2G35170	-0.28638	-0.36972	-0.28638	-0.11972	-0.01972	endosperm.all
AT2G46140	-0.18333	-0.35000	-0.18333	-0.18333	-0.18333	endosperm.all
AT5G05110	-0.32778	-0.06522	-0.07143	-0.24444	-0.37778	endosperm.all
AT3G56350	0.17380	-0.27500	-0.27500	-0.44167	-0.27500	endosperm.all
AT4G38780	-0.18082	-0.21741	-0.19599	-0.36177	-0.14748	endosperm.all
AT1G13700	-0.22973	-0.21053	-0.22973	-0.21795	-0.21795	endosperm.all
AT4G27890	-0.16768	-0.16768	-0.25380	-0.29710	-0.23043	endosperm.all
AT2G21110	-0.15000	-0.26573	-0.23285	-0.25000	-0.22500	endosperm.all
AT1G03890	-0.18421	-0.12821	-0.05128	-0.35088	-0.43421	endosperm.all
AT1G08065	-0.07727	-0.32171	-0.23837	-0.23837	-0.28837	endosperm.all
AT1G77310	-0.22009	-0.19231	-0.26584	-0.19231	-0.29945	endosperm.all
AT5G07830	-0.24286	-0.24286	-0.36119	-0.07619	-0.25362	endosperm.all
AT5G05070	-0.15306	-0.15306	-0.15306	-0.40306	-0.31973	endosperm.all
AT1G77840	-0.29048	-0.29048	-0.29048	-0.17442	-0.18235	endosperm.all
AT1G04840	-0.27941	-0.27941	-0.12941	-0.27941	-0.27941	endosperm.all
AT2G20840	-0.18045	-0.18045	-0.37500	-0.37500	-0.14474	endosperm.all
AT1G61700	-0.24242	-0.24242	-0.24242	-0.24242	-0.30000	endosperm.all
AT1G18530	-0.16176	-0.16176	-0.24510	-0.41176	-0.31176	endosperm.all
AT5G55590	-0.39394	-0.22727	-0.22727	-0.22727	-0.22727	endosperm.all
AT1G54410	-0.30000	-0.30000	-0.11111	-0.30000	-0.30000	endosperm.all
AT3G56080	-0.30561	-0.23418	-0.08159	-0.56275	-0.13418	endosperm.all
AT2G36180	-0.31429	-0.18974	-0.50000	-0.08140	-0.24662	endosperm.all
AT1G53400	-0.16667	-0.33333	-0.33333	-0.16667	-0.33333	endosperm.all
AT4G26750	-0.20370	-0.28704	-0.28704	-0.28704	-0.28704	endosperm.all
AT2G38480	-0.13333	-0.48851	-0.30000	-0.30000	-0.13333	endosperm.all
AT5G07500	-0.28125	-0.26471	-0.26471	-0.26471	-0.28788	endosperm.all
AT1G22275	-0.28385	-0.17165	-0.31451	-0.29070	-0.30352	endosperm.all
AT3G54940	0.03571	-0.38095	-0.21429	-0.47917	-0.38095	endosperm.all
AT5G53520	-0.35341	-0.28675	-0.25818	-0.35714	-0.19048	endosperm.all
AT3G24130	-0.25784	-0.02927	-0.11071	-0.50388	-0.58721	endosperm.all
AT1G04380	-0.23839	-0.38693	-0.19298	-0.38636	-0.28448	endosperm.all
AT4G25000	-0.32292	-0.32292	-0.32292	-0.15625	-0.40625	endosperm.all
AT5G07920	-0.27612	-0.44279	-0.27612	-0.37612	-0.17612	endosperm.all
AT3G17520	-0.32804	-0.28421	-0.28519	-0.37749	-0.32804	endosperm.all
AT5G10930	-0.52151	-0.18817	-0.35246	-0.35484	-0.18817	endosperm.all
AT3G21380	-0.54348	-0.26771	-0.02083	-0.46014	-0.34808	endosperm.all
AT3G05890	-0.33333	-0.33333	-0.33333	-0.33333	-0.33333	endosperm.all
AT3G13900	-0.38430	-0.38430	-0.39744	-0.21763	-0.28430	endosperm.all
AT1G23320	-0.33065	-0.29493	-0.43779	-0.43779	-0.17377	endosperm.all
AT3G55940	-0.56466	-0.54032	-0.15247	-0.09165	-0.43229	endosperm.all
AT5G05760	-0.25789	-0.32456	-0.41667	-0.45789	-0.32456	endosperm.all
AT3G54560	-0.37297	-0.30631	-0.37297	-0.44872	-0.30631	endosperm.all
AT4G30590	-0.37879	-0.37879	-0.37879	-0.29545	-0.37879	endosperm.all
AT2G32830	-0.48418	-0.30898	-0.25342	-0.41350	-0.40084	endosperm.all
AT1G17020	-0.44583	-0.31250	-0.39583	-0.39583	-0.31250	endosperm.all
AT1G05370	-0.34615	-0.41758	-0.44615	-0.34615	-0.34615	endosperm.all
AT1G70560	-0.41135	-0.41135	-0.24468	-0.41135	-0.49468	endosperm.all
AT4G17215	-0.40370	-0.34524	-0.30303	-0.45370	-0.51190	endosperm.all
AT4G21690	-0.45614	-0.45614	-0.45614	-0.45614	-0.28947	endosperm.all
AT3G21390	-0.35294	-0.52381	-0.17708	-0.65714	-0.52381	endosperm.all
